,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
94,828.0,841.0,894.0,1059.0,885.0,1281.0,1048.0,1003.0,854.0,743.0,2104.0,2865.0,2278.0,2258.0,1852.0,1969.0,1079.0,891.0,989.0,890.0,910.0,955.0,942.0,980.0
95,780.0,1414.0,1428.0,2365.0,1005.0,1887.0,1848.0,895.0,2179.0,2113.0,1851.0,2135.0,2262.0,1861.0,2165.0,1786.0,965.0,1029.0,912.0,931.0,944.0,939.0,906.0,984.0
96,1497.0,1408.0,1011.0,983.0,1088.0,1441.0,1235.0,998.0,662.0,1312.0,1342.0,3259.0,3309.0,1776.0,2489.0,3118.0,1346.0,859.0,920.0,1106.0,1414.0,940.0,754.0,867.0
97,1577.0,822.0,1014.0,811.0,1684.0,1204.0,663.0,638.0,594.0,865.0,1027.0,1132.0,700.0,634.0,1123.0,2336.0,1502.0,1147.0,1050.0,765.0,852.0,943.0,1214.0,1203.0
98,1428.0,973.0,916.0,810.0,1538.0,1690.0,908.0,716.0,914.0,1284.0,1899.0,1339.0,1596.0,4979.0,2572.0,1303.0,1654.0,1159.0,1605.0,1253.0,807.0,1003.0,1205.0,1408.0
99,736.0,1636.0,1367.0,859.0,749.0,993.0,1340.0,1416.0,624.0,915.0,765.0,1400.0,1408.0,761.0,784.0,1894.0,669.0,842.0,761.0,1402.0,1295.0,1180.0,967.0,775.0
100,1010.0,866.0,941.0,1401.0,1279.0,904.0,820.0,759.0,1122.0,1822.0,1372.0,1471.0,1298.0,1785.0,1244.0,676.0,1262.0,1124.0,775.0,920.0,710.0,1382.0,1245.0,1563.0
101,1500.0,1416.0,873.0,936.0,615.0,1261.0,1220.0,608.0,553.0,1561.0,6156.0,6232.0,6818.0,6772.0,4674.0,1805.0,1111.0,604.0,1101.0,1421.0,730.0,587.0,933.0,1239.0
102,971.0,1491.0,1456.0,1446.0,1135.0,878.0,737.0,1276.0,1320.0,759.0,1231.0,1144.0,1480.0,1598.0,3551.0,4975.0,1544.0,1705.0,647.0,1011.0,1460.0,1474.0,739.0,1056.0
103,955.0,1091.0,975.0,1130.0,1342.0,1740.0,814.0,814.0,783.0,1160.0,1193.0,989.0,1098.0,880.0,1489.0,2021.0,908.0,1274.0,1192.0,1144.0,933.0,1014.0,1646.0,1594.0
104,1482.0,1414.0,984.0,1012.0,959.0,1433.0,1436.0,961.0,752.0,1281.0,1493.0,2697.0,3831.0,958.0,3862.0,1396.0,719.0,969.0,979.0,1373.0,1558.0,822.0,756.0,1319.0
105,989.0,1145.0,1336.0,1253.0,615.0,1112.0,1165.0,1518.0,1488.0,833.0,1401.0,2778.0,2280.0,1747.0,789.0,1582.0,1597.0,941.0,1036.0,1042.0,1666.0,1259.0,767.0,1126.0
106,1094.0,1035.0,702.0,1448.0,1374.0,796.0,915.0,797.0,1400.0,1259.0,827.0,829.0,676.0,1387.0,1384.0,1769.0,1126.0,1216.0,1432.0,810.0,762.0,1277.0,1382.0,1749.0
107,1504.0,986.0,749.0,824.0,1503.0,1441.0,1178.0,702.0,970.0,1919.0,1715.0,2714.0,2427.0,2876.0,2296.0,908.0,924.0,937.0,1352.0,1403.0,811.0,814.0,666.0,1287.0
108,957.0,1115.0,1240.0,1388.0,1531.0,947.0,776.0,702.0,1066.0,1887.0,1144.0,4099.0,1650.0,3315.0,2471.0,1894.0,3363.0,1487.0,1253.0,750.0,1023.0,1267.0,1189.0,1463.0
109,1370.0,1320.0,931.0,937.0,1241.0,1653.0,1462.0,864.0,1142.0,868.0,1128.0,1336.0,745.0,793.0,926.0,2992.0,879.0,866.0,1401.0,1354.0,1030.0,898.0,760.0,1266.0
110,1067.0,1135.0,1369.0,1354.0,2195.0,726.0,1247.0,1298.0,1397.0,798.0,949.0,2995.0,2103.0,2134.0,1557.0,1331.0,1298.0,835.0,748.0,871.0,1290.0,1482.0,1077.0,987.0
111,738.0,616.0,1446.0,1392.0,699.0,950.0,814.0,1587.0,1218.0,1412.0,1560.0,1360.0,1292.0,1449.0,818.0,1524.0,1127.0,1241.0,811.0,632.0,983.0,1279.0,1083.0,769.0
112,978.0,847.0,1288.0,1387.0,676.0,668.0,876.0,1062.0,1194.0,1284.0,1174.0,2214.0,1942.0,875.0,978.0,869.0,1163.0,1073.0,881.0,506.0,622.0,1202.0,1147.0,888.0
113,613.0,1424.0,1130.0,773.0,753.0,842.0,1191.0,948.0,591.0,586.0,663.0,1026.0,1211.0,496.0,534.0,938.0,1317.0,1125.0,604.0,778.0,869.0,1202.0,1063.0,770.0
114,683.0,1382.0,1294.0,848.0,894.0,787.0,1112.0,1214.0,487.0,1230.0,1175.0,1916.0,1228.0,973.0,944.0,1159.0,1044.0,724.0,404.0,625.0,1155.0,1210.0,623.0,843.0
115,734.0,1129.0,1228.0,577.0,668.0,686.0,913.0,1177.0,371.0,1556.0,5224.0,6661.0,5881.0,6367.0,4371.0,1894.0,942.0,1191.0,712.0,587.0,1251.0,1045.0,742.0,747.0
116,935.0,801.0,1143.0,1358.0,659.0,778.0,1056.0,1203.0,1236.0,1380.0,950.0,1774.0,1435.0,2108.0,1388.0,4664.0,1167.0,599.0,791.0,650.0,979.0,1332.0,1431.0,862.0
117,1166.0,588.0,2836.0,3699.0,778.0,1090.0,1426.0,1248.0,1297.0,1410.0,1816.0,2188.0,2365.0,2123.0,1218.0,3216.0,1074.0,1067.0,1247.0,1105.0,948.0,850.0,465.0,1361.0
118,858.0,985.0,819.0,1341.0,1325.0,741.0,653.0,587.0,1157.0,2280.0,578.0,3403.0,1016.0,866.0,1323.0,748.0,644.0,1225.0,1303.0,668.0,674.0,762.0,1109.0,1166.0
119,1309.0,1236.0,719.0,607.0,706.0,1215.0,1147.0,1087.0,596.0,1302.0,1394.0,1213.0,1115.0,1325.0,409.0,1283.0,742.0,628.0,795.0,1283.0,1153.0,672.0,622.0,574.0
120,665.0,974.0,1337.0,1209.0,724.0,649.0,676.0,1148.0,947.0,1265.0,517.0,666.0,1063.0,1015.0,1355.0,1350.0,911.0,984.0,510.0,458.0,917.0,975.0,1182.0,647.0
121,1366.0,519.0,492.0,487.0,1077.0,1197.0,507.0,675.0,380.0,1002.0,5327.0,4398.0,4134.0,1088.0,4770.0,850.0,729.0,765.0,1028.0,1258.0,663.0,831.0,989.0,1154.0
122,1456.0,1380.0,1322.0,894.0,526.0,1048.0,1291.0,642.0,605.0,1342.0,1538.0,2467.0,1059.0,1049.0,711.0,4688.0,661.0,799.0,681.0,1399.0,1375.0,875.0,908.0,945.0
123,1475.0,721.0,710.0,1058.0,1342.0,1312.0,916.0,841.0,978.0,1883.0,1690.0,1483.0,1643.0,1989.0,1728.0,1193.0,1443.0,1063.0,672.0,622.0,1023.0,772.0,1395.0,705.0
124,824.0,702.0,993.0,1156.0,1267.0,642.0,793.0,496.0,1220.0,1010.0,1054.0,940.0,616.0,2907.0,1172.0,1733.0,596.0,1468.0,1147.0,734.0,704.0,1217.0,1377.0,801.0
125,1050.0,885.0,698.0,550.0,1325.0,1194.0,616.0,505.0,845.0,1011.0,660.0,818.0,5210.0,5523.0,5397.0,810.0,644.0,570.0,1258.0,1098.0,629.0,523.0,963.0,1239.0
126,1331.0,1374.0,982.0,875.0,1344.0,1356.0,1295.0,801.0,626.0,1737.0,2588.0,5013.0,4526.0,1271.0,1758.0,1926.0,601.0,609.0,1498.0,980.0,1038.0,904.0,702.0,1248.0
127,1051.0,1104.0,1452.0,589.0,583.0,849.0,1167.0,1092.0,779.0,483.0,769.0,1169.0,1102.0,485.0,539.0,1276.0,1165.0,638.0,849.0,1201.0,974.0,1031.0,678.0,759.0
128,767.0,717.0,1077.0,1167.0,1226.0,1368.0,1392.0,464.0,1248.0,1733.0,1527.0,3392.0,5743.0,1290.0,2335.0,495.0,1010.0,1222.0,628.0,546.0,604.0,1082.0,1308.0,753.0
129,1371.0,734.0,1029.0,921.0,1215.0,1403.0,810.0,933.0,1461.0,1237.0,4153.0,6231.0,1312.0,1729.0,2735.0,1841.0,970.0,786.0,1406.0,1334.0,910.0,749.0,779.0,1430.0
130,979.0,1063.0,632.0,1201.0,1352.0,874.0,556.0,714.0,1021.0,1862.0,1157.0,2338.0,1461.0,3361.0,1770.0,1337.0,924.0,1069.0,1225.0,1439.0,722.0,715.0,1396.0,1504.0
131,1006.0,800.0,1480.0,1190.0,897.0,965.0,733.0,1468.0,1037.0,713.0,1075.0,2188.0,2365.0,2045.0,2114.0,1062.0,729.0,1269.0,1345.0,909.0,812.0,980.0,1229.0,1385.0
132,1217.0,577.0,664.0,673.0,1378.0,1179.0,927.0,537.0,1088.0,1792.0,2884.0,4452.0,5124.0,4793.0,4751.0,978.0,1498.0,1419.0,1501.0,1418.0,599.0,594.0,572.0,1291.0
133,831.0,828.0,1019.0,1280.0,1185.0,725.0,746.0,1127.0,1391.0,454.0,1563.0,4454.0,2602.0,1546.0,970.0,4428.0,1566.0,1095.0,1383.0,627.0,1135.0,903.0,1206.0,1086.0
134,1251.0,735.0,1247.0,1475.0,592.0,793.0,851.0,1300.0,1546.0,580.0,650.0,1164.0,1085.0,497.0,593.0,1090.0,3440.0,1221.0,486.0,528.0,640.0,1265.0,1371.0,839.0
135,843.0,1393.0,1676.0,725.0,1251.0,1259.0,762.0,574.0,783.0,1303.0,4806.0,1348.0,1752.0,5739.0,4544.0,1112.0,1282.0,1293.0,774.0,646.0,1217.0,1220.0,869.0,664.0
136,1448.0,1004.0,879.0,786.0,1461.0,1157.0,680.0,526.0,945.0,1376.0,1618.0,1853.0,1904.0,1555.0,1547.0,5327.0,2279.0,961.0,1024.0,994.0,847.0,881.0,924.0,1960.0
137,1353.0,780.0,861.0,654.0,1276.0,1241.0,540.0,934.0,1161.0,1153.0,3078.0,1000.0,782.0,1319.0,1162.0,2734.0,983.0,700.0,1094.0,1270.0,610.0,816.0,1033.0,1548.0
138,1248.0,703.0,698.0,1229.0,1190.0,905.0,991.0,637.0,1267.0,1134.0,2039.0,1033.0,3746.0,1333.0,1612.0,909.0,644.0,1001.0,1547.0,1324.0,601.0,836.0,1020.0,1401.0
139,1466.0,1205.0,742.0,595.0,1167.0,1098.0,960.0,627.0,707.0,1166.0,1087.0,638.0,760.0,426.0,1032.0,1204.0,1094.0,1443.0,616.0,1019.0,1134.0,743.0,583.0,853.0
140,998.0,1099.0,656.0,784.0,1246.0,1240.0,1373.0,619.0,600.0,1391.0,1407.0,1141.0,818.0,1111.0,1104.0,980.0,671.0,411.0,820.0,1175.0,1184.0,1004.0,722.0,1441.0
141,1374.0,1217.0,852.0,888.0,791.0,1304.0,1299.0,595.0,788.0,591.0,1085.0,1115.0,647.0,541.0,999.0,982.0,694.0,1482.0,1077.0,1241.0,1313.0,1114.0,766.0,702.0
142,1548.0,1231.0,759.0,827.0,887.0,1345.0,1050.0,519.0,584.0,1064.0,1430.0,1021.0,1962.0,1492.0,1919.0,1271.0,563.0,893.0,618.0,1178.0,1027.0,459.0,719.0,770.0
143,1238.0,744.0,655.0,610.0,1331.0,1463.0,858.0,843.0,1153.0,1828.0,1690.0,3745.0,1269.0,1876.0,1983.0,1703.0,466.0,2640.0,1362.0,1310.0,721.0,729.0,648.0,1205.0
144,1251.0,1411.0,924.0,910.0,1245.0,1395.0,1121.0,751.0,907.0,1051.0,1179.0,1426.0,799.0,647.0,1403.0,1902.0,1108.0,708.0,974.0,1544.0,1346.0,959.0,727.0,1469.0
145,1461.0,1469.0,953.0,908.0,709.0,1381.0,1095.0,740.0,931.0,923.0,1571.0,1214.0,5348.0,5834.0,5152.0,1494.0,655.0,833.0,954.0,1368.0,1533.0,899.0,678.0,951.0
146,1284.0,785.0,760.0,666.0,1215.0,1324.0,579.0,871.0,453.0,1705.0,1582.0,1365.0,1522.0,2020.0,1678.0,4936.0,769.0,837.0,797.0,1295.0,1111.0,660.0,871.0,1381.0
147,1400.0,976.0,991.0,744.0,1489.0,1595.0,792.0,827.0,734.0,1781.0,6191.0,5536.0,4393.0,4300.0,2856.0,1365.0,1090.0,644.0,1296.0,1494.0,1194.0,848.0,852.0,1770.0
148,1124.0,1035.0,1105.0,1163.0,1280.0,1282.0,486.0,682.0,826.0,1142.0,1125.0,928.0,902.0,1602.0,1397.0,1822.0,555.0,711.0,1082.0,1070.0,689.0,718.0,606.0,1244.0
149,1110.0,624.0,627.0,833.0,1299.0,1148.0,1035.0,520.0,739.0,1652.0,4876.0,4790.0,4377.0,4277.0,4869.0,1165.0,932.0,1013.0,1339.0,1163.0,793.0,702.0,838.0,1276.0
150,1369.0,1558.0,1583.0,883.0,760.0,1114.0,1202.0,1284.0,714.0,1531.0,2524.0,4609.0,1950.0,3804.0,1617.0,2166.0,920.0,824.0,879.0,1348.0,1164.0,734.0,1031.0,927.0
151,865.0,1188.0,1386.0,865.0,654.0,900.0,1103.0,1017.0,721.0,855.0,1671.0,1924.0,2053.0,1502.0,3987.0,2481.0,1325.0,850.0,853.0,585.0,1196.0,1093.0,712.0,1002.0
152,689.0,616.0,1187.0,1327.0,743.0,637.0,660.0,1027.0,998.0,1158.0,3129.0,2816.0,1707.0,1946.0,1415.0,5067.0,1273.0,508.0,755.0,961.0,1221.0,1275.0,1212.0,1245.0
153,807.0,950.0,996.0,1371.0,1242.0,749.0,797.0,791.0,1521.0,1999.0,4036.0,4325.0,4203.0,1573.0,1415.0,1571.0,741.0,1344.0,1627.0,875.0,697.0,704.0,1454.0,1194.0
154,1316.0,1389.0,882.0,858.0,1087.0,1563.0,1245.0,799.0,675.0,1385.0,1979.0,1648.0,1211.0,1297.0,2097.0,1072.0,729.0,795.0,717.0,1108.0,1393.0,611.0,504.0,790.0
155,1184.0,1166.0,1165.0,912.0,907.0,1547.0,1094.0,679.0,769.0,609.0,1189.0,1253.0,600.0,705.0,929.0,1272.0,1266.0,645.0,758.0,1116.0,1487.0,665.0,719.0,640.0
156,834.0,952.0,1310.0,1194.0,865.0,633.0,737.0,1154.0,1315.0,617.0,1805.0,1795.0,2214.0,2534.0,2058.0,1068.0,960.0,739.0,843.0,1374.0,1573.0,1272.0,1346.0,650.0
157,679.0,1465.0,1333.0,771.0,650.0,878.0,1178.0,1107.0,611.0,1294.0,1559.0,1682.0,7033.0,4175.0,4157.0,1675.0,1272.0,1155.0,776.0,793.0,1203.0,1279.0,692.0,714.0
158,909.0,910.0,1260.0,1108.0,913.0,1115.0,943.0,1146.0,1333.0,1428.0,3099.0,3614.0,3123.0,1179.0,1478.0,1859.0,1263.0,1946.0,1591.0,820.0,747.0,1327.0,1152.0,895.0
159,699.0,1524.0,1362.0,1055.0,737.0,936.0,1103.0,1066.0,685.0,651.0,7054.0,1767.0,4013.0,1559.0,1523.0,2662.0,3799.0,1148.0,606.0,962.0,1153.0,1186.0,853.0,922.0
160,1753.0,1374.0,789.0,629.0,639.0,1157.0,1198.0,679.0,780.0,1633.0,2535.0,5235.0,2314.0,1569.0,3662.0,2672.0,1408.0,647.0,776.0,1182.0,1447.0,1341.0,930.0,948.0
161,1476.0,929.0,912.0,696.0,2806.0,1331.0,1041.0,2320.0,1392.0,2320.0,3091.0,4605.0,1925.0,2562.0,3302.0,4142.0,1064.0,1010.0,1149.0,1760.0,1577.0,2529.0,1259.0,1570.0
162,1534.0,1120.0,848.0,1365.0,1724.0,1365.0,1101.0,1045.0,1464.0,1491.0,928.0,974.0,1554.0,1453.0,853.0,1515.0,993.0,1029.0,1709.0,1403.0,1344.0,1124.0,1512.0,1397.0
163,1169.0,978.0,1663.0,1774.0,1241.0,1148.0,969.0,1638.0,1498.0,945.0,1437.0,1752.0,2614.0,2012.0,2344.0,772.0,878.0,1449.0,1459.0,933.0,953.0,1429.0,1535.0,1534.0
164,904.0,1184.0,1327.0,1293.0,1066.0,963.0,886.0,787.0,731.0,1310.0,677.0,908.0,1009.0,1118.0,623.0,1463.0,1785.0,1604.0,1479.0,835.0,743.0,983.0,1299.0,1385.0
165,699.0,1078.0,1414.0,1214.0,1182.0,891.0,873.0,1517.0,1336.0,2350.0,2362.0,2878.0,1878.0,3257.0,1865.0,723.0,1249.0,1455.0,685.0,979.0,1009.0,1422.0,1327.0,811.0
166,1471.0,1780.0,1459.0,1167.0,878.0,841.0,1232.0,1432.0,754.0,2986.0,1240.0,6073.0,5219.0,4200.0,4300.0,2161.0,1711.0,1616.0,1655.0,2312.0,1748.0,1427.0,2497.0,870.0
167,674.0,1364.0,1407.0,1366.0,697.0,777.0,1393.0,1419.0,1216.0,1440.0,6565.0,5738.0,1584.0,2905.0,2900.0,1854.0,1737.0,1156.0,1160.0,1002.0,1287.0,1693.0,876.0,1003.0
168,701.0,1493.0,959.0,1468.0,1552.0,1247.0,776.0,1560.0,1392.0,1608.0,3259.0,3676.0,1988.0,4629.0,4373.0,1400.0,1962.0,1348.0,1221.0,875.0,708.0,768.0,1264.0,1495.0
169,1277.0,809.0,1016.0,1322.0,1257.0,943.0,879.0,801.0,1294.0,1311.0,1018.0,589.0,903.0,1075.0,1251.0,4351.0,1560.0,1211.0,1546.0,1607.0,993.0,567.0,1283.0,1568.0
170,882.0,900.0,1350.0,859.0,834.0,1168.0,1351.0,429.0,520.0,1233.0,1351.0,1378.0,2980.0,2245.0,2957.0,581.0,976.0,1443.0,1355.0,901.0,814.0,904.0,1484.0,1326.0
171,740.0,1398.0,1394.0,765.0,905.0,1329.0,1259.0,676.0,587.0,1219.0,1729.0,3195.0,1480.0,2877.0,2795.0,5042.0,808.0,1104.0,1346.0,1469.0,596.0,1212.0,1107.0,1023.0
172,799.0,903.0,1390.0,1425.0,1106.0,745.0,988.0,610.0,1638.0,1421.0,1735.0,1695.0,1598.0,1685.0,1546.0,1842.0,942.0,1914.0,1349.0,1391.0,928.0,1197.0,1087.0,1358.0
173,1042.0,979.0,1095.0,1092.0,978.0,958.0,950.0,854.0,882.0,1410.0,1816.0,2188.0,2365.0,2045.0,2114.0,1728.0,1111.0,930.0,950.0,1008.0,971.0,908.0,992.0,1000.0
174,1056.0,940.0,931.0,908.0,1069.0,944.0,884.0,856.0,841.0,1390.0,1994.0,2213.0,2039.0,1914.0,1960.0,1599.0,1094.0,963.0,939.0,918.0,911.0,839.0,862.0,994.0
175,1460.0,827.0,616.0,1131.0,1232.0,1199.0,760.0,521.0,614.0,1903.0,1529.0,1504.0,2076.0,3631.0,2330.0,1635.0,1346.0,977.0,740.0,1146.0,1117.0,1083.0,959.0,1387.0
176,1003.0,1053.0,1510.0,1518.0,805.0,899.0,904.0,1062.0,1518.0,875.0,1468.0,1091.0,1226.0,1026.0,985.0,855.0,1184.0,1616.0,1457.0,882.0,828.0,1377.0,1629.0,1283.0
177,1049.0,1602.0,1506.0,896.0,1019.0,1470.0,1277.0,1262.0,1021.0,845.0,1944.0,1941.0,1227.0,4050.0,1500.0,1306.0,1176.0,1175.0,755.0,1043.0,1566.0,1485.0,1089.0,711.0
178,1366.0,1485.0,899.0,889.0,1419.0,1337.0,869.0,931.0,1011.0,2012.0,1540.0,1893.0,1816.0,2051.0,3143.0,1639.0,1544.0,1252.0,2204.0,1803.0,1243.0,898.0,773.0,1185.0
179,1227.0,912.0,943.0,917.0,1191.0,883.0,1254.0,819.0,1255.0,1238.0,2563.0,1803.0,2663.0,2886.0,1111.0,3127.0,1777.0,1200.0,935.0,1329.0,1404.0,1003.0,889.0,1352.0
180,2109.0,1468.0,734.0,940.0,1460.0,1427.0,1044.0,971.0,957.0,1314.0,1836.0,3378.0,2515.0,1580.0,3263.0,2474.0,2308.0,1364.0,968.0,973.0,1359.0,956.0,1299.0,1355.0
181,1368.0,1412.0,1123.0,1142.0,1434.0,1120.0,669.0,708.0,852.0,3060.0,4302.0,4255.0,4704.0,4683.0,4931.0,2427.0,1148.0,1604.0,1124.0,1372.0,1611.0,1258.0,843.0,1019.0
182,1582.0,957.0,889.0,1396.0,1278.0,759.0,980.0,911.0,1391.0,1490.0,1000.0,1826.0,1595.0,1518.0,1031.0,4165.0,1393.0,1396.0,1272.0,1282.0,1495.0,1016.0,998.0,1470.0
183,1609.0,1507.0,911.0,1014.0,1647.0,862.0,1179.0,1426.0,1558.0,1133.0,1378.0,1579.0,1603.0,858.0,891.0,1759.0,1526.0,1283.0,1385.0,1175.0,1090.0,1619.0,1568.0,923.0
184,881.0,867.0,946.0,855.0,912.0,998.0,900.0,816.0,1316.0,786.0,3576.0,1726.0,3015.0,5573.0,1648.0,980.0,1605.0,907.0,770.0,1667.0,1628.0,1013.0,1612.0,1441.0
